Modularity,M Size,Keywords,LCM,LCM Size,Sim
9,3,"['marseil', 'taro', 'barrè', 'siri', 'franck', 'avail', 'episod', 'depardieu', 'avail', 'iplay']",97,171,"['pelé', 'warcraft', 'toy', 'halloween', 'hathaway', 'lego', 'comic', 'wareheim', 'mcavoy', 'wright']",0.0441510785688
19,3,"['missoni', 'missoni', 'missoni', 'rosita', 'margherita', 'ottavio', 'ottavio', 'fashion', 'fashion', 'rosita']",87,805,"['gingham', 'necklac', 'dada', 'dragon', 'stubbl', 'homer', 'trevelyan', 'kenzo', 'frodo', 'wed']",0.0610467695667
26,3,"['bonnevil', 'bonnevil', 'bonnevil', 'ibsen’', 'gallagh', 'stockmann', 'stockmann’', 'amiabl', 'hugh', 'ibsen']",85,2,"['bonnevil', 'osborn', 'holyoak', 'gallagh', 'holyoake’', '“thou', 'hugh', 'downton', 'osborne’', 'editor']",0.408248290464
30,3,"['ekeng', 'ekeng', 'ribeiro', 'dinamo', 'djomnang', 'jet', 'cameroon', 'bucharest', 'cameroon', 'friburguens']",13,458,"['ridsdal', 'curfew', 'bundi', 'uae', 'ghomeshi', 'wolverin', 'ratner', 'freita', 'bahá’í', 'lupidi']",0.0269778063943
37,3,"['hove', 'hove', 'wye', 'van', 'hove', 'barbican', 'heav', 'backstab', 'war', 'view”']",0,4,"['3x3', '3x3', '3x3', '3x3', 'grid', 'grid', 'grid', 'grid', 'puzzl', 'puzzl']",0.0
41,3,"['blacklist', 'mcalpin', 'blacklist', 'construct', 'kerr', 'blacklist', 'worker', 'cochran', 'apolog', 'mcalpin']",79,383,"['invoic', 'bauer', 'soundcloud', 'barclay', 'mortgag', 'tobacco', 'solar', 'poverti', 'mortgag', 'gannett']",0.0590024412765
43,3,"['thérèse', 'murder', 'howel', 'itv', 'bradford', '“story”', 'haigh', 'famili', 'bradford’', 'murder']",13,458,"['ridsdal', 'curfew', 'bundi', 'uae', 'ghomeshi', 'wolverin', 'ratner', 'freita', 'bahá’í', 'lupidi']",0.0269778063943
46,3,"['hind', 'dodgson', 'hind', 'dodgson', 'parvizi', 'deutsch', 'arcadia', 'khan', '•', 'trade']",79,383,"['invoic', 'bauer', 'soundcloud', 'barclay', 'mortgag', 'tobacco', 'solar', 'poverti', 'mortgag', 'gannett']",0.0885036619148
50,3,"['fisk', 'kverneland', 'munch', 'fisk', 'munch’', 'munch', 'hi', 'pp', 'children', 'ambiti']",67,188,"['hatoum', 'barrow', 'thorp', 'mcdowel', 'hodgkin', 'fisk', 'grotto', 'kwouk', 'binchi', 'whicker']",0.0421075960533
59,3,"['iggi', 'iggi', 'pop', 'pop', 'iggy’', 'homm', 'jarmusch', 'gim', 'iggi', 'martinez']",87,805,"['gingham', 'necklac', 'dada', 'dragon', 'stubbl', 'homer', 'trevelyan', 'kenzo', 'frodo', 'wed']",0.0406978463778
